,playerID,BA,2B/AB,3B/AB,HR/AB,RBI/G,R/G,BB/G,SB/G,HBP/G,fantasy_ppg,starting_pitcher_hand,ppg_vs_hand,fantasy_points,wind_factor,temp,starting_p_rpip,position_2.0,position_3.0,position_4.0,position_5.0,position_6.0,position_7.0,position_8.0,position_9.0,position_10.0,position_11.0
2433,pencehu01,0.27897196261682244,0.05046728971962617,0.008566978193146417,0.038006230529595016,0.5518453427065027,0.5219683655536028,0.30462800234329235,0.070298769771529,0.015231400117164616,9.206666666666665,R,8.748275862068965,9.5,1.0,67.0,0.4958241758241758,0,0,0,0,0,0,0,1,0,0
222,beltbr01,0.2631855156127001,0.06402519023878248,0.008659144581474678,0.0362109682498032,0.4422907488986784,0.47400881057268723,0.4687224669603524,0.03788546255506608,0.02907488986784141,9.272222222222222,R,9.075510204081633,3.0,1.0,67.0,0.4958241758241758,0,1,0,0,0,0,0,0,0,0
2281,nunezed02,0.27586206896551724,0.0526128688233203,0.0067543547813722,0.020618556701030927,0.36013986013986016,0.4114219114219114,0.15734265734265734,0.1655011655011655,0.018648018648018648,13.688888888888888,R,11.84,3.0,1.0,67.0,0.4958241758241758,0,0,0,1,0,0,0,0,0,0
531,castiwe01,0.25426482534524775,0.05117790414297319,0.00040617384240454913,0.039805036555645816,0.4669421487603306,0.34573002754820936,0.25206611570247933,0.006887052341597796,0.048209366391184574,9.788888888888888,L,8.4,6.5,1.0,67.0,0.5365126676602087,1,0,0,0,0,0,0,0,0,0
3344,weeksri01,0.24609463436721757,0.049581163685759565,0.007471134254018565,0.03645007923930269,0.3580060422960725,0.5536253776435045,0.4025679758308157,0.09969788519637462,0.10120845921450151,5.955555555555555,L,9.133333333333333,12.0,1.0,67.0,0.5365126676602087,0,0,0,0,0,1,0,0,0,0
3165,tomasya01,0.26624548736462095,0.05415162454873646,0.004512635379061372,0.04332129963898917,0.5275080906148867,0.42394822006472493,0.19741100323624594,0.022653721682847898,0.009708737864077669,7.449999999999999,L,3.1,0.0,1.0,67.0,0.5365126676602087,0,0,0,0,0,0,0,1,0,0
842,drurybr01,0.24750499001996007,0.06453759148369927,0.0026613439787092482,0.03127079174983367,0.38596491228070173,0.33771929824561403,0.20833333333333334,0.0043859649122807015,0.02631578947368421,3.7,L,4.5,6.0,1.0,67.0,0.5365126676602087,0,0,0,1,0,0,0,0,0,0
2356,owingch01,0.24117377349839522,0.0541036221916552,0.011004126547455296,0.016506189821182942,0.32379518072289154,0.37198795180722893,0.1897590361445783,0.1144578313253012,0.01957831325301205,11.02,L,0.0,0.0,1.0,67.0,0.5365126676602087,0,0,0,0,1,0,0,0,0,0
1369,hernago01,0.22975708502024292,0.044534412955465584,0.008097165991902834,0.020242914979757085,0.20558375634517767,0.3096446700507614,0.20050761421319796,0.07360406091370558,0.025380710659898477,4.942857142857142,R,4.4799999999999995,6.0,1.0,67.0,0.4958241758241758,0,0,0,0,0,0,1,0,0,0
2096,millesh01,0.10891089108910891,0.04950495049504951,0.0049504950495049506,0.0049504950495049506,0.046357615894039736,0.10596026490066225,0.07947019867549669,0.0,0.013245033112582781,0.0,L,0.0,0.0,1.0,67.0,0.5365126676602087,0,0,0,0,0,0,0,0,0,0
1178,gosseph01,0.2612481857764877,0.05079825834542816,0.002902757619738752,0.01451378809869376,0.15041782729805014,0.25348189415041783,0.13649025069637882,0.019498607242339833,0.013927576601671309,3.8,R,3.8,0.0,1.0,67.0,0.3902759526938239,0,0,0,0,0,0,0,0,0,1
1120,gillaco01,0.25070224719101125,0.051264044943820225,0.009831460674157303,0.023174157303370788,0.3079922027290448,0.28654970760233917,0.20857699805068225,0.001949317738791423,0.01364522417153996,3.78695652173913,R,3.7674418604651163,12.2,1.0,67.0,0.49201474201474205,0,0,0,0,0,0,0,0,0,1
22,adriaeh01,0.24374420759962928,0.05838739573679333,0.006487488415199258,0.014828544949026877,0.2446351931330472,0.30686695278969955,0.2017167381974249,0.03862660944206009,0.034334763948497854,2.8714285714285714,R,0.75,0.0,1.0,67.0,0.6146341463414634,0,0,0,1,0,0,0,0,0,0
1715,lambja01,0.23946455131383243,0.05007436787307883,0.010411502231036193,0.04164600892414477,0.5123152709359606,0.47619047619047616,0.42528735632183906,0.029556650246305417,0.03284072249589491,11.912500000000001,R,13.185714285714287,18.7,1.0,67.0,0.39204545454545453,0,0,0,0,0,0,0,0,0,1
1532,jayjo02,0.28294979079497906,0.04837866108786611,0.00653765690376569,0.009675732217573221,0.2842809364548495,0.4431438127090301,0.2382943143812709,0.04598662207357859,0.09197324414715718,6.51,R,6.949999999999999,3.0,1.0,57.0,0.49716369529983795,0,0,0,0,0,0,1,0,0,0
2843,sardilu01,0.22440087145969498,0.026143790849673203,0.004357298474945534,0.010893246187363835,0.17582417582417584,0.27472527472527475,0.15934065934065933,0.054945054945054944,0.016483516483516484,0.0,R,0.0,15.2,1.0,57.0,0.49716369529983795,0,0,0,0,1,0,0,0,0,0
2984,solarya01,0.2575820523473203,0.05151641046946406,0.0024927295388450354,0.03115911923556294,0.4582089552238806,0.4208955223880597,0.282089552238806,0.008955223880597015,0.034328358208955224,11.4,R,11.4,10.0,1.0,57.0,0.49716369529983795,0,1,0,0,0,0,0,0,0,0
2993,spande01,0.2812617348854675,0.049755914382275626,0.013518588058580548,0.013330829891100264,0.36055923473142015,0.5688005886681383,0.3789551140544518,0.13612950699043413,0.026490066225165563,8.987142857142857,R,10.153191489361701,0.0,1.0,57.0,0.6318897637795275,0,0,0,0,0,0,1,0,0,0
2364,paganan01,0.2798726738491675,0.05386875612144956,0.01346718903036239,0.015670910871694418,0.3683274021352313,0.5195729537366548,0.28380782918149466,0.15658362989323843,0.0035587188612099642,11.228813559322035,R,11.536842105263156,0.0,1.0,57.0,0.6318897637795275,0,0,0,0,0,1,0,0,0,0
2531,poseybu01,0.3016393442622951,0.05901639344262295,0.0019672131147540984,0.030601092896174863,0.5349761526232114,0.47297297297297297,0.3847376788553259,0.018282988871224166,0.033386327503974564,9.772058823529413,R,8.94047619047619,3.0,1.0,57.0,0.6318897637795275,1,0,0,0,0,0,0,0,0,0
807,dickeal01,0.27303754266211605,0.06655290102389079,0.010238907849829351,0.04436860068259386,0.42790697674418604,0.44651162790697674,0.2558139534883721,0.027906976744186046,0.037209302325581395,0.0,R,0.0,9.0,1.0,57.0,0.49716369529983795,0,0,0,0,0,1,0,0,0,0
2860,schimry01,0.19506726457399104,0.042600896860986545,0.011210762331838564,0.07847533632286996,0.5306122448979592,0.5034013605442177,0.48299319727891155,0.006802721088435374,0.08163265306122448,0.0,R,0.0,6.2,1.0,57.0,0.49716369529983795,0,0,0,1,0,0,0,0,0,0
2813,sanchhe01,0.23754789272030652,0.04853128991060025,0.0,0.02681992337164751,0.345821325648415,0.1729106628242075,0.09798270893371758,0.0,0.020172910662824207,2.5833333333333335,R,3.25,28.2,1.0,57.0,0.49716369529983795,1,0,0,0,0,0,0,0,0,0
96,arciaos01,0.23499491353001017,0.04069175991861648,0.006103763987792472,0.044760935910478125,0.4548611111111111,0.3576388888888889,0.2638888888888889,0.010416666666666666,0.04513888888888889,0.0,R,0.0,0.0,1.0,57.0,0.49716369529983795,0,0,0,0,0,0,0,1,0,0
672,crawfbr01,0.24965924579736484,0.05315765561108587,0.008632439800090867,0.02407996365288505,0.432183908045977,0.39003831417624524,0.3164750957854406,0.024521072796934867,0.031417624521072794,9.615714285714288,R,9.792,3.0,1.0,57.0,0.6318897637795275,0,0,0,0,1,0,0,0,0,0
2433,pencehu01,0.27897196261682244,0.05046728971962617,0.008566978193146417,0.038006230529595016,0.5518453427065027,0.5219683655536028,0.30462800234329235,0.070298769771529,0.015231400117164616,9.213043478260868,R,8.773333333333333,6.0,1.0,57.0,0.6318897637795275,0,0,0,0,0,0,0,1,0,0
222,beltbr01,0.2631855156127001,0.06402519023878248,0.008659144581474678,0.0362109682498032,0.4422907488986784,0.47400881057268723,0.4687224669603524,0.03788546255506608,0.02907488986784141,9.186301369863013,R,8.954,3.0,1.0,57.0,0.6318897637795275,0,1,0,0,0,0,0,0,0,0
2374,panikjo01,0.2690794649881983,0.04996066089693155,0.007474429583005508,0.015342250196695516,0.33195020746887965,0.4467496542185339,0.330567081604426,0.027662517289073305,0.030428769017980636,10.292727272727273,R,9.75813953488372,3.0,1.0,57.0,0.6318897637795275,0,0,1,0,0,0,0,0,0,0
1120,gillaco01,0.25070224719101125,0.051264044943820225,0.009831460674157303,0.023174157303370788,0.3079922027290448,0.28654970760233917,0.20857699805068225,0.001949317738791423,0.01364522417153996,3.96595744680851,R,3.959090909090909,3.0,1.0,57.0,0.6318897637795275,0,0,0,1,0,0,0,0,0,0
67,amarial01,0.23085714285714284,0.038285714285714284,0.009142857142857144,0.012,0.24074074074074073,0.24358974358974358,0.15527065527065528,0.05555555555555555,0.005698005698005698,3.0999999999999996,R,3.0999999999999996,3.0,1.0,57.0,0.49716369529983795,0,0,1,0,0,0,0,0,0,0
2801,samarje01,0.12571428571428572,0.04,0.0,0.008571428571428572,0.05913978494623656,0.043010752688172046,0.01881720430107527,0.0,0.002688172043010753,4.241666666666667,R,4.17,6.0,1.0,57.0,0.6318897637795275,0,0,0,0,0,0,0,0,0,0
3316,wallabr01,0.23753894080996885,0.0529595015576324,0.002336448598130841,0.03115264797507788,0.2793522267206478,0.2894736842105263,0.2408906882591093,0.004048582995951417,0.06275303643724696,8.233333333333334,L,8.233333333333334,0.0,1.0,57.0,0.496551724137931,0,0,0,0,0,0,0,0,0,1
2205,myerswi01,0.253671562082777,0.05640854472630174,0.004005340453938585,0.04305740987983979,0.49642857142857144,0.5202380952380953,0.39404761904761904,0.1130952380952381,0.017857142857142856,8.18,R,11.633333333333333,3.0,1.0,57.0,0.436311331308934,0,0,0,0,0,0,0,0,0,1
1532,jayjo02,0.28294979079497906,0.04837866108786611,0.00653765690376569,0.009675732217573221,0.2842809364548495,0.4431438127090301,0.2382943143812709,0.04598662207357859,0.09197324414715718,6.1909090909090905,R,6.51111111111111,12.2,1.0,63.0,0.5187319884726225,0,0,0,0,0,0,1,0,0,0
2843,sardilu01,0.22440087145969498,0.026143790849673203,0.004357298474945534,0.010893246187363835,0.17582417582417584,0.27472527472527475,0.15934065934065933,0.054945054945054944,0.016483516483516484,15.2,R,15.2,12.7,1.0,63.0,0.5187319884726225,0,0,0,0,1,0,0,0,0,0
2205,myerswi01,0.253671562082777,0.05640854472630174,0.004005340453938585,0.04305740987983979,0.49642857142857144,0.5202380952380953,0.39404761904761904,0.1130952380952381,0.017857142857142856,7.316666666666666,R,9.475,15.7,1.0,63.0,0.5187319884726225,0,1,0,0,0,0,0,0,0,0
2364,paganan01,0.2798726738491675,0.05386875612144956,0.01346718903036239,0.015670910871694418,0.3683274021352313,0.5195729537366548,0.28380782918149466,0.15658362989323843,0.0035587188612099642,11.041666666666666,L,10.671428571428569,21.7,1.0,63.0,0.5534509600415153,0,0,0,0,0,1,0,0,0,0
3168,tomlike01,0.26537216828478966,0.02912621359223301,0.011326860841423949,0.0048543689320388345,0.17216117216117216,0.28205128205128205,0.21245421245421245,0.0695970695970696,0.014652014652014652,4.693333333333333,L,4.575,12.4,1.0,63.0,0.5534509600415153,0,0,1,0,0,0,0,0,0,0
2531,poseybu01,0.3016393442622951,0.05901639344262295,0.0019672131147540984,0.030601092896174863,0.5349761526232114,0.47297297297297297,0.3847376788553259,0.018282988871224166,0.033386327503974564,9.673913043478262,L,11.115384615384615,9.0,1.0,63.0,0.5534509600415153,0,1,0,0,0,0,0,0,0,0
2433,pencehu01,0.27897196261682244,0.05046728971962617,0.008566978193146417,0.038006230529595016,0.5518453427065027,0.5219683655536028,0.30462800234329235,0.070298769771529,0.015231400117164616,9.144680851063828,L,10.037500000000001,12.5,1.0,63.0,0.5534509600415153,0,0,0,0,0,0,0,1,0,0
2984,solarya01,0.2575820523473203,0.05151641046946406,0.0024927295388450354,0.03115911923556294,0.4582089552238806,0.4208955223880597,0.282089552238806,0.008955223880597015,0.034328358208955224,11.05,R,11.05,9.5,1.0,63.0,0.5187319884726225,0,0,0,1,0,0,0,0,0,0
2860,schimry01,0.19506726457399104,0.042600896860986545,0.011210762331838564,0.07847533632286996,0.5306122448979592,0.5034013605442177,0.48299319727891155,0.006802721088435374,0.08163265306122448,6.2,R,6.2,28.7,1.0,63.0,0.5187319884726225,0,0,1,0,0,0,0,0,0,0
807,dickeal01,0.27303754266211605,0.06655290102389079,0.010238907849829351,0.04436860068259386,0.42790697674418604,0.44651162790697674,0.2558139534883721,0.027906976744186046,0.037209302325581395,9.0,R,9.0,0.0,1.0,63.0,0.5187319884726225,0,0,0,0,0,1,0,0,0,0
96,arciaos01,0.23499491353001017,0.04069175991861648,0.006103763987792472,0.044760935910478125,0.4548611111111111,0.3576388888888889,0.2638888888888889,0.010416666666666666,0.04513888888888889,0.0,R,0.0,0.0,1.0,63.0,0.5187319884726225,0,0,0,0,0,0,0,1,0,0
672,crawfbr01,0.24965924579736484,0.05315765561108587,0.008632439800090867,0.02407996365288505,0.432183908045977,0.39003831417624524,0.3164750957854406,0.024521072796934867,0.031417624521072794,9.522535211267607,L,9.175,9.5,1.0,63.0,0.5534509600415153,0,0,0,0,1,0,0,0,0,0
1369,hernago01,0.22975708502024292,0.044534412955465584,0.008097165991902834,0.020242914979757085,0.20558375634517767,0.3096446700507614,0.20050761421319796,0.07360406091370558,0.025380710659898477,5.074999999999999,L,6.1,24.7,1.0,63.0,0.5534509600415153,0,0,0,0,0,0,1,0,0,0
393,browntr01,0.2358490566037736,0.04716981132075472,0.0,0.02358490566037736,0.2727272727272727,0.20454545454545456,0.14772727272727273,0.011363636363636364,0.011363636363636364,3.6000000000000005,L,3.1571428571428575,0.0,1.0,63.0,0.5534509600415153,1,0,0,0,0,0,0,0,0,0
22,adriaeh01,0.24374420759962928,0.05838739573679333,0.006487488415199258,0.014828544949026877,0.2446351931330472,0.30686695278969955,0.2017167381974249,0.03862660944206009,0.034334763948497854,2.68,L,5.7,9.0,1.0,63.0,0.5534509600415153,0,0,0,1,0,0,0,0,0,0
2275,norride01,0.23029994916115912,0.0498220640569395,0.0020335536349771225,0.03202846975088968,0.40491803278688526,0.39672131147540984,0.319672131147541,0.04262295081967213,0.03114754098360656,3.0833333333333335,R,1.8,12.4,1.0,63.0,0.5187319884726225,1,0,0,0,0,0,0,0,0,0
2662,richacl01,0.11384615384615385,0.03076923076923077,0.0,0.009230769230769232,0.09824561403508772,0.06666666666666667,0.028070175438596492,0.0,0.014035087719298246,0.0,R,0.0,0.0,1.0,63.0,0.5187319884726225,0,0,0,0,0,0,0,0,0,0
67,amarial01,0.23085714285714284,0.038285714285714284,0.009142857142857144,0.012,0.24074074074074073,0.24358974358974358,0.15527065527065528,0.05555555555555555,0.005698005698005698,3.09,R,3.09,3.0,1.0,63.0,0.38375350140056025,0,0,0,0,0,0,0,1,0,0
2747,rosalad01,0.22640345465761874,0.04256631708821715,0.003701418877236274,0.02961135101789019,0.27411944869831545,0.28483920367534454,0.20673813169984687,0.026033690658499236,0.030627871362940276,6.779999999999999,L,4.066666666666666,0.0,1.0,63.0,0.44296874999999997,0,0,0,0,0,0,0,0,0,1
1120,gillaco01,0.25070224719101125,0.051264044943820225,0.009831460674157303,0.023174157303370788,0.3079922027290448,0.28654970760233917,0.20857699805068225,0.001949317738791423,0.01364522417153996,3.9458333333333333,R,3.9377777777777774,3.0,1.0,63.0,0.5,0,0,0,0,0,0,0,0,0,1
1532,jayjo02,0.28294979079497906,0.04837866108786611,0.00653765690376569,0.009675732217573221,0.2842809364548495,0.4431438127090301,0.2382943143812709,0.04598662207357859,0.09197324414715718,6.691666666666666,L,4.75,3.0,9.0,68.0,0.3888398375419389,0,0,0,0,0,0,1,0,0,0
2843,sardilu01,0.22440087145969498,0.026143790849673203,0.004357298474945534,0.010893246187363835,0.17582417582417584,0.27472527472527475,0.15934065934065933,0.054945054945054944,0.016483516483516484,13.95,L,13.95,24.9,9.0,68.0,0.3888398375419389,0,0,0,0,1,0,0,0,0,0
2205,myerswi01,0.253671562082777,0.05640854472630174,0.004005340453938585,0.04305740987983979,0.49642857142857144,0.5202380952380953,0.39404761904761904,0.1130952380952381,0.017857142857142856,8.514285714285714,L,3.0,6.0,9.0,68.0,0.3888398375419389,0,1,0,0,0,0,0,0,0,0
2984,solarya01,0.2575820523473203,0.05151641046946406,0.0024927295388450354,0.03115911923556294,0.4582089552238806,0.4208955223880597,0.282089552238806,0.008955223880597015,0.034328358208955224,10.74,L,10.74,6.5,9.0,68.0,0.3888398375419389,0,0,0,1,0,0,0,0,0,0
807,dickeal01,0.27303754266211605,0.06655290102389079,0.010238907849829351,0.04436860068259386,0.42790697674418604,0.44651162790697674,0.2558139534883721,0.027906976744186046,0.037209302325581395,4.5,L,4.5,9.5,9.0,68.0,0.3888398375419389,0,0,0,0,0,1,0,0,0,0
2993,spande01,0.2812617348854675,0.049755914382275626,0.013518588058580548,0.013330829891100264,0.36055923473142015,0.5688005886681383,0.3789551140544518,0.13612950699043413,0.026490066225165563,8.86056338028169,R,9.941666666666666,3.0,9.0,68.0,0.627906976744186,0,0,0,0,0,0,1,0,0,0
2364,paganan01,0.2798726738491675,0.05386875612144956,0.01346718903036239,0.015670910871694418,0.3683274021352313,0.5195729537366548,0.28380782918149466,0.15658362989323843,0.0035587188612099642,11.216393442622952,R,11.24102564102564,0.0,9.0,68.0,0.627906976744186,0,0,0,0,0,1,0,0,0,0
2531,poseybu01,0.3016393442622951,0.05901639344262295,0.0019672131147540984,0.030601092896174863,0.5349761526232114,0.47297297297297297,0.3847376788553259,0.018282988871224166,0.033386327503974564,9.664285714285716,R,8.802325581395348,0.0,9.0,68.0,0.627906976744186,1,0,0,0,0,0,0,0,0,0
2275,norride01,0.23029994916115912,0.0498220640569395,0.0020335536349771225,0.03202846975088968,0.40491803278688526,0.39672131147540984,0.319672131147541,0.04262295081967213,0.03114754098360656,4.414285714285714,L,9.5,0.0,9.0,68.0,0.3888398375419389,1,0,0,0,0,0,0,0,0,0
2747,rosalad01,0.22640345465761874,0.04256631708821715,0.003701418877236274,0.02961135101789019,0.27411944869831545,0.28483920367534454,0.20673813169984687,0.026033690658499236,0.030627871362940276,5.6499999999999995,L,3.05,15.2,9.0,68.0,0.3888398375419389,0,0,1,0,0,0,0,0,0,0
67,amarial01,0.23085714285714284,0.038285714285714284,0.009142857142857144,0.012,0.24074074074074073,0.24358974358974358,0.15527065527065528,0.05555555555555555,0.005698005698005698,3.0818181818181816,L,3.0818181818181816,0.0,9.0,68.0,0.3888398375419389,0,0,0,0,0,0,0,1,0,0
672,crawfbr01,0.24965924579736484,0.05315765561108587,0.008632439800090867,0.02407996365288505,0.432183908045977,0.39003831417624524,0.3164750957854406,0.024521072796934867,0.031417624521072794,9.522222222222222,R,9.658823529411766,6.2,9.0,68.0,0.627906976744186,0,0,0,0,1,0,0,0,0,0
2433,pencehu01,0.27897196261682244,0.05046728971962617,0.008566978193146417,0.038006230529595016,0.5518453427065027,0.5219683655536028,0.30462800234329235,0.070298769771529,0.015231400117164616,9.214583333333332,R,8.683870967741935,9.0,9.0,68.0,0.627906976744186,0,0,0,0,0,0,0,1,0,0
222,beltbr01,0.2631855156127001,0.06402519023878248,0.008659144581474678,0.0362109682498032,0.4422907488986784,0.47400881057268723,0.4687224669603524,0.03788546255506608,0.02907488986784141,9.102702702702704,R,8.837254901960785,3.0,9.0,68.0,0.627906976744186,0,1,0,0,0,0,0,0,0,0
2374,panikjo01,0.2690794649881983,0.04996066089693155,0.007474429583005508,0.015342250196695516,0.33195020746887965,0.4467496542185339,0.330567081604426,0.027662517289073305,0.030428769017980636,10.1625,R,9.604545454545454,6.5,9.0,68.0,0.627906976744186,0,0,1,0,0,0,0,0,0,0
1120,gillaco01,0.25070224719101125,0.051264044943820225,0.009831460674157303,0.023174157303370788,0.3079922027290448,0.28654970760233917,0.20857699805068225,0.001949317738791423,0.01364522417153996,3.926530612244898,R,3.917391304347826,3.0,9.0,68.0,0.627906976744186,0,0,0,1,0,0,0,0,0,0
418,bumgama01,0.17676767676767677,0.030303030303030304,0.0,0.03198653198653199,0.19808306709265175,0.16293929712460065,0.12779552715654952,0.0,0.003194888178913738,4.552941176470589,R,4.391666666666667,0.0,9.0,68.0,0.627906976744186,0,0,0,0,0,0,0,0,0,0
3168,tomlike01,0.26537216828478966,0.02912621359223301,0.011326860841423949,0.0048543689320388345,0.17216117216117216,0.28205128205128205,0.21245421245421245,0.0695970695970696,0.014652014652014652,5.175,L,5.176923076923076,0.0,9.0,68.0,0.4370208105147865,0,0,0,0,0,0,0,0,0,1
22,adriaeh01,0.24374420759962928,0.05838739573679333,0.006487488415199258,0.014828544949026877,0.2446351931330472,0.30686695278969955,0.2017167381974249,0.03862660944206009,0.034334763948497854,3.075,L,6.171428571428572,0.0,9.0,68.0,0.37272727272727274,0,0,0,0,0,0,0,0,0,1
1369,hernago01,0.22975708502024292,0.044534412955465584,0.008097165991902834,0.020242914979757085,0.20558375634517767,0.3096446700507614,0.20050761421319796,0.07360406091370558,0.025380710659898477,7.2555555555555555,L,12.299999999999999,0.0,9.0,68.0,0.37272727272727274,0,0,0,0,0,0,0,0,0,1
3316,wallabr01,0.23753894080996885,0.0529595015576324,0.002336448598130841,0.03115264797507788,0.2793522267206478,0.2894736842105263,0.2408906882591093,0.004048582995951417,0.06275303643724696,7.057142857142858,L,0.0,3.0,9.0,68.0,0.6252019386106623,0,0,0,0,0,0,0,0,0,1
497,carpema01,0.26644423260247857,0.06911344137273594,0.006434699714013346,0.03622497616777884,0.4628857381150959,0.6121768140116765,0.5537948290241869,0.020850708924103418,0.04920767306088407,8.746153846153847,R,8.23,3.0,1.0,60.0,0.40996700816113907,0,1,0,0,0,0,0,0,0,0
1257,gyorkje01,0.24470850352766432,0.041217972521351655,0.001856665428889714,0.04493130337913108,0.43683589138134593,0.3742621015348288,0.29279811097992914,0.01652892561983471,0.021251475796930343,0.0,R,0.0,6.5,1.0,60.0,0.40996700816113907,0,0,0,0,1,0,0,0,0,0
2509,piscost01,0.26194770063119927,0.058611361587015326,0.0040577096483318306,0.03742110009017133,0.5294117647058824,0.48366013071895425,0.33169934640522875,0.032679738562091505,0.05555555555555555,0.0,R,0.0,0.0,1.0,60.0,0.40996700816113907,0,0,0,0,0,0,0,1,0,0
2364,paganan01,0.2798726738491675,0.05386875612144956,0.01346718903036239,0.015670910871694418,0.3683274021352313,0.5195729537366548,0.28380782918149466,0.15658362989323843,0.0035587188612099642,11.035483870967743,R,10.959999999999999,9.5,1.0,60.0,0.40381069452980944,0,0,0,0,0,1,0,0,0,0
2374,panikjo01,0.2690794649881983,0.04996066089693155,0.007474429583005508,0.015342250196695516,0.33195020746887965,0.4467496542185339,0.330567081604426,0.027662517289073305,0.030428769017980636,10.098245614035088,R,9.535555555555554,0.0,1.0,60.0,0.40381069452980944,0,0,1,0,0,0,0,0,0,0
2531,poseybu01,0.3016393442622951,0.05901639344262295,0.0019672131147540984,0.030601092896174863,0.5349761526232114,0.47297297297297297,0.3847376788553259,0.018282988871224166,0.033386327503974564,9.528169014084508,R,8.602272727272727,18.2,1.0,60.0,0.40381069452980944,1,0,0,0,0,0,0,0,0,0
2433,pencehu01,0.27897196261682244,0.05046728971962617,0.008566978193146417,0.038006230529595016,0.5518453427065027,0.5219683655536028,0.30462800234329235,0.070298769771529,0.015231400117164616,9.210204081632652,R,8.693750000000001,25.4,1.0,60.0,0.40381069452980944,0,0,0,0,0,0,0,1,0,0
222,beltbr01,0.2631855156127001,0.06402519023878248,0.008659144581474678,0.0362109682498032,0.4422907488986784,0.47400881057268723,0.4687224669603524,0.03788546255506608,0.02907488986784141,9.021333333333333,R,8.725,12.4,1.0,60.0,0.40381069452980944,0,1,0,0,0,0,0,0,0,0
2168,mossbr01,0.23683370571337375,0.05075007979572295,0.005426109160548994,0.05106926268751995,0.4655511811023622,0.4124015748031496,0.3228346456692913,0.010826771653543307,0.03543307086614173,0.0,R,0.0,0.0,1.0,60.0,0.40996700816113907,0,0,0,0,0,1,0,0,0,0
2121,molinya01,0.28123682361208713,0.053548840477863666,0.0009838369641602248,0.022487702037947997,0.46024691358024694,0.3520987654320988,0.25333333333333335,0.03259259259259259,0.034074074074074076,7.781818181818181,R,6.957142857142857,6.2,1.0,60.0,0.40996700816113907,1,0,0,0,0,0,0,0,0,0
2438,peraljh01,0.2668586149416578,0.056978330050007575,0.003636914684043037,0.03061069859069556,0.4855394883203559,0.46774193548387094,0.3370411568409344,0.009454949944382647,0.021134593993325918,15.77272727272727,R,16.166666666666668,6.0,1.0,60.0,0.40996700816113907,0,0,0,1,0,0,0,0,0,0
672,crawfbr01,0.24965924579736484,0.05315765561108587,0.008632439800090867,0.02407996365288505,0.432183908045977,0.39003831417624524,0.3164750957854406,0.024521072796934867,0.031417624521072794,9.476712328767125,R,9.592307692307692,3.0,1.0,60.0,0.40381069452980944,0,0,0,0,1,0,0,0,0,0
2281,nunezed02,0.27586206896551724,0.0526128688233203,0.0067543547813722,0.020618556701030927,0.36013986013986016,0.4114219114219114,0.15734265734265734,0.1655011655011655,0.018648018648018648,13.126315789473683,R,11.2875,15.2,1.0,60.0,0.40381069452980944,0,0,0,1,0,0,0,0,0,0
2993,spande01,0.2812617348854675,0.049755914382275626,0.013518588058580548,0.013330829891100264,0.36055923473142015,0.5688005886681383,0.3789551140544518,0.13612950699043413,0.026490066225165563,8.779166666666667,R,9.799999999999999,13.0,1.0,60.0,0.40381069452980944,0,0,0,0,0,0,1,0,0,0
699,cuetojo01,0.10271317829457365,0.001937984496124031,0.0,0.0,0.05825242718446602,0.08414239482200647,0.045307443365695796,0.0,0.003236245954692557,1.7785714285714285,R,0.775,3.5,1.0,60.0,0.40381069452980944,0,0,0,0,0,0,0,0,0,0
1214,grichra01,0.24632499006754072,0.060786650774731825,0.007945967421533572,0.05323798172427493,0.4877384196185286,0.47956403269754766,0.2125340599455041,0.02861035422343324,0.02997275204359673,0.0,R,0.0,15.7,1.0,60.0,0.40996700816113907,0,0,0,0,0,0,1,0,0,0
3438,wongko01,0.26065999258435296,0.04597701149425287,0.009269558769002595,0.0196514645902855,0.32981220657276994,0.4119718309859155,0.2734741784037559,0.10328638497652583,0.08333333333333333,12.299999999999999,R,11.733333333333334,0.0,1.0,60.0,0.40996700816113907,0,0,1,0,0,0,0,0,0,0
3304,wainwad01,0.19854014598540146,0.05401459854014599,0.00291970802919708,0.014598540145985401,0.16945107398568018,0.1288782816229117,0.057279236276849645,0.0,0.0,0.0,R,0.0,0.0,1.0,60.0,0.40996700816113907,0,0,0,0,0,0,0,0,0,0
1074,garcigr01,0.24543795620437955,0.043795620437956206,0.005474452554744526,0.012773722627737226,0.17128027681660898,0.24567474048442905,0.28719723183391005,0.012110726643598616,0.039792387543252594,0.0,R,0.0,0.0,1.0,60.0,0.40996700816113907,0,0,0,1,0,0,0,0,0,0
16,adamsma01,0.2591194968553459,0.05408805031446541,0.0025157232704402514,0.04947589098532495,0.47601918465227816,0.35251798561151076,0.19304556354916066,0.004796163069544364,0.014388489208633094,9.2,R,9.2,0.0,1.0,60.0,0.40996700816113907,0,0,0,0,0,0,0,0,0,1
497,carpema01,0.26644423260247857,0.06911344137273594,0.006434699714013346,0.03622497616777884,0.4628857381150959,0.6121768140116765,0.5537948290241869,0.020850708924103418,0.04920767306088407,8.335714285714285,L,10.466666666666667,9.2,1.0,61.0,0.5365126676602087,0,1,0,0,0,0,0,0,0,0
795,diazal02,0.27318840579710146,0.06376811594202898,0.002898550724637681,0.0391304347826087,0.458128078817734,0.49507389162561577,0.2561576354679803,0.03201970443349754,0.03694581280788178,0.0,L,0.0,0.0,1.0,61.0,0.5365126676602087,0,0,0,0,1,0,0,0,0,0
